Scientific name,Synonym,Common Name,Family,Native/Introduced,Status/IUCN,COI,Key Features,Description,Body Size,Ecology ,Distribution,Habitat Traits,       Other information,Citation,Picture Reference
Porochilus obbesi,Not Available,Obbes' catfish,Plotosidae,Native ,Least Concern (LC),Not Available,"Dorsal fin I, 4-5; Caudal-Dorsal-Anal fins 109-123; Pectoral fin I, 7-9; Vertebrae 43-45.","	
Body elongate, slender, laterally compressed and tapering posteriorly; head broad and flattened but relatively small; eye moderately sized and anteriorly positioned; mouth with jaw teeth; upper lip perforated by the front nostrils opening downwards; lateral line discontinuous; four pairs of nasal barbels.

Scales absent, covered in smooth skin. Small anterior dorsal fin supported by one sharp, non-serrated spine with 4 or 5 soft rays; second dorsal and anal fins confluent with caudal fin; caudo-dorsal fin base less than 10% of SL. Grey or brown, often with 1 or 2 narrow whitish mid-lateral stripes; fins dusky to clear.",Max length : 12.0 cm male/unsexed. Common length : 8.0 cm male/unsexed,"Feeds on insects, prawns and mollusks ","Central-southern New Guinea (Papua Province, Indonesia and Papua New Guinea) and northern Australia.","Lives in slow-flowing streams, backwaters, swamps and lily lagoons, usually among aquatic weeds such as eel grass. Also found in lakes. Freshwater; demersal.",Not Available,"Allen, G.R., 1989. Freshwater fishes of Australia. T.F.H. Publications, Inc., Neptune City, New Jersey. (Ref. 5259)                                                                                                          Gomon, M.F. & Bray, D.J. 2020, Porochilus obbesi in Fishes of Australia, accessed 26 Jun 2024, https://fishesofaustralia.net.au/home/species/3310","Source: Dave Wilson / Aquagreen. License: All rights reserved. Gomon, M.F. & Bray, D.J. 2020, Porochilus obbesi in Fishes of Australia, accessed 26 Jun 2024, https://fishesofaustralia.net.au/home/species/3310"
Euristhmus lepturus,Not Available,Long-tailed catfish,Plotosidae,Native,Not Evaulated,Not Available,Not Available,Euristhmus lepturus (Elongate Catfish) is a species of ray-finned fishes in the family eeltail catfishes. Individuals can grow to 46 cm. They have sexual reproduction.,Max length : 46.0 cm male/unsexed,Not Available,Australia and New Guinea.,Lives in coastal waters. Marine; brackish; demersal,Not Available,"Munro, I.S.R., 1967. The fishes of New Guinea. Department of Agriculture, Stock and Fisheries, Port Moresby, New Guinea. 651 p.             https://api.eol.org/pages/46581869","Source: Sandra J. Raredon / Smithsonian Institution, National Museum of Natural History, Department of Vertebrate Zoology, Division of Fishes. License: CC by Attribution-NonCommercial. Bray, D.J. 2019, Euristhmus lepturus in Fishes of Australia, accessed 26 Jun 2024, https://fishesofaustralia.net.au/home/species/2759"
Neosilurus coatesi,Not Available,Not Available,Plotosidae,Native,Not Evaulated,Not Available,Not Available,Neosilurus coatesi is a species of ray-finned fishes in the family eeltail catfishes. They are associated with freshwater habitat. They have sexual reproduction.,Not Available,Not Available,"Sepik River basin, Papua New Guinea.",Freshwater; demersal,Not Available,"Ferraris, C.J. Jr., 2007. Checklist of catfishes, recent and fossil (Osteichthyes: Siluriformes), and catalogue of siluriform primary types. Zootaxa 1418:1-628. https://api.eol.org/pages/8225825",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PLOTOST0.gif
Neosilurus equinus,Not Available,Southern tandan,Plotosidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 6-7; Anal spines: 0; Anal soft rays: 75 - 93. ,"Head length 19-22% of SL; snout length 46-53% of head length; eye 12-15% of head length; second dorsal fin originsting on middle part of bodt, the caudal-dorsal fin base length 48-53% of SL",Max length: 37.5 cm Male/unsexed,Can ascend torrential steep-gradient streams and small waterfalls.,"New Guinea (Papua Province, Indonesia and Papua New Guinea).","Mainly restricted to headwater streams in hilly or mountainous terrain. Prefers clear, fast-flowing streams, usually in deep rocky pools. Freshwater; demersal",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847) Allen, Gerald R., et al. Freshwater Fishes of the Timika Region, New Guinea. Freeport Indonesia?; Tropical Reef Research, 2000. ",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PLOTOST0.gif
Neosilurus gjellerupi,Not Available,Northern tandan,Plotosidae,Native,Least Concern (LC),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 6-8; Anal spines: 0; Anal soft rays: 69 - 89,Neosilurus gjellerupi (Coates' Tandan) is a species of ray-finned fishes in the family eeltail catfishes. They are associated with freshwater habitat. Individuals can grow to 30.0 cm. They have sexual reproduction.,Max length: 30.0 cm Male/unsexed,Not Available,Papua New Guinea and northern Papua.,"Occurs usually in relatively fast-flowing, rocky streams in hilly or mountainous terrain. Freshwater; demersal",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/223515",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PLOTOST0.gif
Neosilurus idenburgi,Not Available,Idenburg tandan,Plotosidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 5-8; Anal spines: 0; Anal soft rays: 78 - 86,Neosilurus idenburgi (Idenburg River Tandan) is a species of ray-finned fishes in the family eeltail catfishes. They are associated with freshwater habitat. Individuals can grow to 27.0 cm. They have sexual reproduction.,Max length: 27.0 cm Male/unsexed,Often found in hilly or mountainous terrain to elevations of at least 800 m.,Papua New Guinea and northern Papua.,"Occurs in rainforest streams, rivers and creeks. Freshwater; demersal",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/223463",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PLOTOST0.gif
Neosilurus novaeguineae,Not Available,New Guinea tandan,Plotosidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 4-5; Anal spines: 0; Anal soft rays: 76 - 103,Neosilurus novaeguineae (New Guinea Tandan) is a species of ray-finned fishes in the family eeltail catfishes. They are associated with freshwater habitat. Individuals can grow to 21.0 cm. They have sexual reproduction.,Max length: 21.0 cm Male/unsexed,Prefers deeper pools that are often littered with logs and branches.,Papua New Guinea and Papua.,Generally found in either small tributaries of the alluvial lowlands or in creeks and small rivers in hilly terrain. Freshwater; demersal,Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/986380",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PLOTOST0.gif
Oloplotosus luteus,Not Available,Pale yellow tandan,Plotosidae,Endemic,Least Concern (LC),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 5; Anal spines: 0; Anal soft rays: 86 - 92,Oloplotosus luteus (Pale Yellow Tandan) is a species of ray-finned fishes in the family eeltail catfishes. They are associated with freshwater habitat. Individuals can grow to 15.0 cm. They have sexual reproduction.,Max length: 15.0 cm Male/unsexed,Not Available,"Upper Fly-Strickland river system, Papua New Guinea.","Occurs mostly from moderate to fast-flowing, gravel-boulder bottom creeks in mountainous tributaries of the Ok Tedi River. Freshwater; demersal",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/986381",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PLOTOST0.gif
Oloplotosus mariae,Not Available,Maria's tandan,Plotosidae,Native ,Data Deficient (DD),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 5; Anal soft rays: 101 - 116. total gill rakers on first arch 17-18; branchiostegal rays 11-12. total vertebrae 73-75; lips relatively thin and smooth,"Upper half of head and back dark brown; body slightly lighter brown, mottled; nasal and maxillary barbels brown; mental barbels, lips, and ventral part of head pinkish; belly pinkish with pale yellow suffusion; lower part of body in region of pelvic fins light golden brown; median fins dark brown; pelvics dusky brown, yellowish basally. ",Max length: 15.0 cm Male/unsexed,Not Available,"New Guinea (Papua Province, Indonesia).","Occurs in clear, rocky streams in deeper pools, usually in hilly or mountainous terrain. Freshwater; demersal",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847) Allen, Gerald R., et al. Freshwater Fishes of the Timika Region, New Guinea. Freeport Indonesia?; Tropical Reef Research, 2000. ",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PLOTOST0.gif
Oloplotosus torobo,Not Available,Kutubu tandan,Plotosidae,Endemic,Endangered (EN),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 5; Anal soft rays: 95,Oloplotosus torobo (Kutubu Tandan) is a species of ray-finned fishes in the family eeltail catfishes. They are listed as endangered by IUCN. They are associated with freshwater habitat. Individuals can grow to 20.0 cm. They have sexual reproduction.,Max length: 20.0 cm Male/unsexed,Not Available,"Soro River, Papua New Guinea.","specimens captured in 1983 from shallow water with a soft, muddy bottom and abundant aquatic vegetation. Freshwater; demersal",Known only from the type locality,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/225884",https://museum.wa.gov.au/catalogues-beta/sites/default/files/styles/galleria_zoom/public/oloplotosus_torobo_wam28158_003_0.jpg
Plotosus papuensis,Not Available,Papuan catfish-eel,Plotosidae ,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 1; Dorsal soft rays (total): 4; Anal soft rays: 100 - 113; ,"Pectoral rays 1, 13-14 pelvic rays 12-13; gill rakers on first arch 18-26% of SL; total vertebrae 69-73; head length 24-26% of SL; palate with patch of large molariform teeth; a very finely branch dendritic organ present. Dark brown to nearly blackish, including fins; ventral surface of heads whitish; juveniles may have a pair of pale stripes on side, one dorsally and one ventrally",Max length: 55.0 cm Male/unsexed,Not Available,"Central-southern New Guinea (Papua Province, Indonesia and Papua New Guinea).",Found in turbid rivers and swampy lagoons and backwaters. Freshwater; demersal,May reach 100 cm TL according to local fishermen.,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847) Allen, Gerald R., et al. Freshwater Fishes of the Timika Region, New Guinea. Freeport Indonesia?; Tropical Reef Research, 2000. ","Source: Burke, S.. Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847)"
Kiunga ballochi,Not Available,Glass blue-eye,Pseudomugilidae,Endemic,Endangered (EN),Not Available,Dorsal spines (total): 2 - 3; Dorsal soft rays (total): 13-16; Anal spines: 1; Anal soft rays: 15 - 17,Kiunga ballochi (Balloch'S Rainbowfish) is a species of ray-finned fishes in the family blue eyes. They are listed as endangered by IUCN. They are associated with freshwater habitat. Individuals can grow to 3.0 cm. They have sexual reproduction.,Max length: 3.0 cm Male/unsexed,Not Available,Papua New Guinea.,"Inhabits narrow, clear creeks flowing through rainforest in generally flat terrain. Freshwater; demersal",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/218632",https://museum.wa.gov.au/catalogues-beta/sites/default/files/styles/galleria_zoom/public/kiunga_ballochi_wam27797_001_4.jpg
Pseudomugil furcatus,Not Available,Forktail blue-eye,Pseudomugilidae,Endemic,Data Deficient (DD),Not Available,Dorsal spines (total): 4 - 7; Dorsal soft rays (total): 7-9; Anal spines: 1; Anal soft rays: 15 - 18,Pseudomugil furcatus (Forktail Blue Eye) is a species of ray-finned fishes in the family blue eyes. They are associated with freshwater habitat. Individuals can grow to 5.0 cm. They have sexual reproduction.,"Max length: 5.0 cm Male/unsexed, 4.0 cm Female",An omnivorous egg layer,"Sufia Valley, Papua New Guinea.","Inhabits rainforest streams with thick vegetative cover. Freshwater, benthopelagic","peaceful community fish which prefers the following aquarium conditions: pH=7.6, H=14, 25°C water temperature","Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/357183","Source: Boeck, H.. Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847)"
Pseudomugil gertrudae,Not Available,Gertrude's blue-eye,Pseudomugilidae,Native ,Least Concern (LC),"GBGC0800-06 - Pseudomugil gertrudae [COI-5P:624], UKFBK163-08 - Pseudomugil gertrudae [COI-5P:652]",Dorsal fin IV-VI + 6-8; Anal fin 9-12; Pectoral fin 8-11.,"Body relatively elongate, laterally compressed; greatest body depth 21.9-25.5% SL; head length 24.2-28.1; snout length 4.0-5.4; eye diameter 8.5-10.3; mouth small with a protractile maxillary, gape greatly restricted by labial ligament; jaw teeth conical to caniniform, moderately large, strongly curved backwards; with or without one or more rows of teeth extending outside of mouth; vomer and palatines toothless.

Scales cycloid with well-developed radii; horizontal scale rows 6 or 7; vertical scale rows 25 to 28; cheek with 3-5 scales.

Two separate dorsal fins; first dorsal fin originating under tip of pectoral; anal fin originating under end of first dorsal and in front of second dorsal origin; dorsal and anal fins lack rigid spines; pectoral fins short and set in a horizontal plane; mature males with elongate anterior dorsal, anal, and pelvic fin rays. Body silvery white to almost transparent to a pale tannish-yellow with a network of dark scale outlines, 3 horizontal black lines on the rear of the body, distinctive black spotting on the pale yellow median fins, and a blue eye. Males are usually more intensely spotted than females, and the first dorsal fin is usually yellow.",Max length: 3.8 cm Male/unsexed,Aggregations are encountered in areas with abundant vegetation and submerged log debris. Occurs at temperatures and pH ranging from 23°-30° C and 5.2-6.7 respectively.,"Northern Australia, southern New Guinea and Aru Islands.","Inhabits small creeks, swampy marshes, heavily shaded rainforest streams, lily lagoons and backwaters adjacent to major water courses. Usually found in Pandanus-lined creeks with muddy bottoms. Freshwater, Brackish, demersal",Not Available,"Allen, G.R., 1989. Freshwater fishes of Australia. T.F.H. Publications, Inc., Neptune City, New Jersey.                                                                                                                                     Dianne J. Bray & Vanessa J. Thompson, Pseudomugil gertrudae in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/4093","Source: Dave Wilson. License: All rights reserved. Dianne J. Bray & Vanessa J. Thompson, Pseudomugil gertrudae in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/4093"
Pseudomugil novaeguineae,Not Available,New Guinea blue-eye,Pseudomugilidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 3 - 5; Dorsal soft rays (total): 6-9; Anal spines: 1; Anal soft rays: 10 - 13,Pseudomugil novaeguineae (New Guinea Blue Eye) is a species of ray-finned fishes in the family blue eyes. They are associated with freshwater habitat. Individuals can grow to 3.6 cm. They have sexual reproduction.,Max length: 3.6 cm Male/unsexed,Not Available,"Southern-central New Guinea (Papua Province, Indonesia and Papua New Guinea).","Inhabits rainforest creeks and large streams in relatively flat lowland terrain. Freshwater, pelagic",,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/1010278","Source: Boeck, H.. Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847)"
Pseudomugil paskai,Not Available,Paska's blue-eye,Pseudomugilidae,Endemic,Critically Endangered (CR),Not Available,Dorsal spines (total): 3 - 5; Dorsal soft rays (total): 6-7; Anal spines: 1; Anal soft rays: 9 - 11,Pseudomugil paskai (Brilliant Blue Eyes) is a species of ray-finned fishes in the family blue eyes. They are listed as critically endangered by IUCN. They are associated with freshwater habitat. Individuals can grow to 3.0 cm. They have sexual reproduction.,Max length: 3.0 cm Male/unsexed,An omnivorous egg layer ,"Papua New Guinea and Papua Province, Indonesia.","Inhabits rainforest streams with abundant aquatic vegetation. Freshwater, benthopelagic","Peaceful community fish which prefers the following aquarium conditions: pH=7.5, H=10, 28°C water temperature","Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/223489","Source: JJPhoto. Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847)"
Pseudomugil tenellus,Not Available,Delicate blue-eye,Pseudomugilidae,Native,Least Concern (LC),Not Available,Dorsal spines (total): 3 - 5; Dorsal soft rays (total): 6-7; Anal spines: 0; Anal soft rays: 7 - 10,Pseudomugil tenellus (Arnhem Land Blue Eye) is a species of ray-finned fishes in the family blue eyes. They are associated with freshwater habitat. Individuals can grow to 5.5 cm. They have sexual reproduction.,Max length: 5.5 cm Male/unsexed. Common length: 4.0 cm Male/unsexed,"Possibly more widespread, but has escaped detection due to its small size and inconspicuous appearance",Australia and New Guinea.,"Inhabits swamps and quiet backwaters of streams with mud or gravel bottoms and abundant vegetation including water lilies. Usually found in waters exposed to full sunlight. Occurs in marshy ponds (billabongs), overflow pools of rivers and creeks Occurs at temperatures ranging from 25°-35° C. Freshwater, demersal",Not Available,"Allen, G.R., 1989. Freshwater fishes of Australia. T.F.H. Publications, Inc., Neptune City, New Jersey.                                                                             https://api.eol.org/pages/571655","Source: Dave Wilson via Robert Whyte / Flickr. License: CC BY Attribution-Noncommercial-NoDerivatives. Vanessa J. Thompson, Pseudomugil tenellus in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/4097"
Kiunga bleheri,Not Available,Not Available,Pseudomugilidae,Native ,Critically Endangered (CR),Not Available,Not Available,Kiunga bleheri is a species of ray-finned fishes in the family blue eyes. They are listed as critically endangered by IUCN. They are associated with freshwater habitat. They have sexual reproduction.,Not Available,Not Available,Papua New Guinea.,"Freshwater, benthopelagic",Not Available,"Allen, G.R., 2004. Kiunga bleheri, a new blue-eye (Pisces: Pseudomugilidae) from fresh waters of Papua New Guinea. aqua, J. Ichthyol. Aquat. Biol. 8(2):79-85. (Ref. 55762) https://api.eol.org/pages/225064",
Pseudomugil connieae,Not Available,Ponpodetta blue-eye,Pseudomugilidae,Endemic,Endangered (EN),Not Available,Dorsal spines (total): 5 - 8; Dorsal soft rays (total): 10-12; Anal spines: 1; Anal soft rays: 16 - 19,Pseudomugil connieae (Popondetta Blue Eye) is a species of ray-finned fishes in the family blue eyes. They are listed as endangered by IUCN. They are associated with freshwater habitat. Individuals can grow to 5.0 cm. They have sexual reproduction.,"Max length: 5.0 cm Male/unsexed, 4.0 cm Female",An egg laying omnivore,Papua New Guinea.,"Generally found in clear, moderate to fairly rapid flowing streams in both shaded rainforest or sunlit, exposed sections. The altitudinal range is from about 30-300 m. Freshwater, pelagic","An egg laying omnivore and a peaceful community fish which prefers the following aquarium conditions: pH=7.7, H=14, 28°C water temperature and some vegetative cover","Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/206514","Source: Boeck, H.. Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847)"
Pseudomugil inconspicuus,Not Available,Tiny blue-eye,Pseudomugilidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 3 - 4; Dorsal soft rays (total): 5-6; Anal spines: 1; Anal soft rays: 10 - 12. Predorsal scale count 14 to 17,Predorsal scale count 14 to 17. Sexual dimorphism not apparent in this species.,Max length: 3.5 cm Male/unsexed,"This is a planktivorous species which adapts well to freshwater environment. May occur in large schools, frequently in muddy waters. Sympatric with P. cyanodorsalis over part of its range",Northern Australia and southern New Guinea: mangrove areas of brackish creeks and estuaries.,Found in mangrove swamps and saline creeks. Occurs infringing coastal mangroves in brackish or marine waters. Aggregations shelter among submerged roots or inundated leaves and branches. Marine; freshwater; brackish; pelagic-neritic,"Probably more widespread, but has escaped notice due to its small size and largely inaccessible habitat","Ivantsoff, W., 1999. Order Atheriniformes. Pseudomugilidae. Blue eyes. p. 2109-2112. In K.E. Carpenter and V.H. Niem (eds.) FAO species identification guide for fishery purposes. The living marine resources of the Western Central Pacific. Volume 4. Bony fishes part 2 (Mugilidae to Carangidae). FAO, Rome. ","Source: Dave Wilson / www.aquagreen.com.au/. License: All rights reserved. Bray, D.J. 2018, Pseudomugil inconspicuus in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/4094"
Pseudomugil majusculus,Not Available,Cape blue-eye,Pseudomugilidae,Endemic,Data Deficient (DD),Not Available,Dorsal spines (total): 4 - 5; Dorsal soft rays (total): 7-9; Anal spines: 0; Anal soft rays: 12 - 13,"Gill rakers in first lower, 14-15, gill arch less than half the diameter of pupil but longer than in other species of this genus.",Max length: 5.0 cm Male/unsexed,May provide food for young of commercially important species,Papua New Guinea.,"Found in mangrove swamps. Brackish, pelagic",Nothing is known of the biology of this species of which only two specimens are presently known,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/46566738",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_PSEUDOT3.gif
Pseudomugil paludicola,Not Available,Swamp blue-eye,Pseudomugilidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 3 - 4; Dorsal soft rays (total): 6-7; Anal spines: 1; Anal soft rays: 11 - 14,Pseudomugil paludicola (Swamp Blue Eye) is a species of ray-finned fishes in the family blue eyes. They are associated with freshwater habitat. Individuals can grow to 3.5 cm. They have sexual reproduction.,Max length: 3.5 cm Male/unsexed,Not Available,"Coast of southern New Guinea: Papua New Guinea and Papua Barat Province, Indonesia.","Found in swamps and rivers. Freshwater, pelagic",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/1010279","Source: Luo, TD. Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847)"
Austronibea oedogenys,Not Available,Yellow-tailed croaker,Sciaenidae,Native ,Least Concern (LC),"FOAH730-08 - Austronibea oedogenys [COI-5P:647], FOAH731-08 - Austronibea oedogenys [COI-5P:647], GBMIN125991-17 - Austronibea oedogenys [COI-5P:618]",Dorsal spines (total): 10 - 11; Dorsal soft rays (total): 27-30; Anal spines: 2; Anal soft rays: 7,Austronibea oedogenys (Yellow Tailed Croaker) is a species of ray-finned fishes in the family Sciaenidae. Individuals can grow to 20 cm. They have sexual reproduction.,Max length: 20.0 cm Male/unsexed. Common length: 15.0 cm Male/unsexed,Not Available,Australia and New Guinea.,Inhabits shallow coastal waters and estuaries. Marine; brackish; demersal.,A food fish.,"Sasaki, K., 2001. Sciaenidae. Croakers (drums). p.3117-3174. In K.E. Carpenter and V.H. Niem (eds.) FAO species identification guide for fishery purposes. The living marine resources of the Western Central Pacific. Volume 5. Bony fishes part 3 (Menidae to Pomacentridae). Rome, FAO. pp. 2791-3380. https://api.eol.org/pages/46579106","Source: CSIRO. Sasaki, K., 2001. Sciaenidae. Croakers (drums). p.3117-3174. In K.E. Carpenter and V.H. Niem (eds.) FAO species identification guide for fishery purposes. The living marine resources of the Western Central Pacific. Volume 5. Bony fishes part 3 (Menidae to Pomacentridae). Rome, FAO. pp. 2791-3380. (Ref. 9772)"
Johnius novaeguineae,Not Available,Paperhead croaker,Sciaenidae,Native,Least Concern (LC),"GBMIN121302-17 - Johnius novaeguineae [COI-5P:616], 	GBMIN126003-17 - Johnius novaeguineae [COI-5P:618]",Dorsal spines (total): 8 - 10; Dorsal soft rays (total): 25-30; Anal spines: 2; Anal soft rays: 6 - 8. ,"Head swollen and deep. Eye very small, 11 to 16 % of head length; snout very steeply rounded, but not swollen or projecting; mouth very large, strongly oblique; no barbel; no upper rostral pores; mental pores in one pair only, open behind symphysis; teeth well differentiated into large and small in both jaws; gill rakers long, slender, equal to or longer than gill filaments at angle, 16 to 18 on lower limb. Dorsal fin with VII to IX (most frequently VIII) spines. Second anal spine long, slender, 31 to 44 % of head length; caudal fin acutely pointed. Swim bladder hammer-shaped, with 11 pairs of arborescent appendages along its side, the first pair entering head beyond transverse septum and sending a palmate branch to the front of pectoral arch. Sagitta (large earstone) with tadpole-shaped impression, the head of which has its long axis lying obliquely to that of sagitta and the tail expanded and deepened as a hollow cone connected with the head by a narrow groove.",Max length: 9.0 cm Male/unsexed. Common length: 7.0 cm Male/unsexed,Not Available,Australia and New Guinea.,Inhabits estuaries and rivers. Marine; brackish; benthopelagic.,Not Available,"Sasaki, K., 2001. Sciaenidae. Croakers (drums). p.3117-3174. In K.E. Carpenter and V.H. Niem (eds.) FAO species identification guide for fishery purposes. The living marine resources of the Western Central Pacific. Volume 5. Bony fishes part 3 (Menidae to Pomacentridae). Rome, FAO. pp. 2791-3380. ","Source: Australian National Fish Collection, CSIRO. License: CC by Attribution-NonCommercial-ShareAlike. Dianne J. Bray, Johnius novaeguineae in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/665"
Nibea squamosa,Not Available,Scale croaker,Sciaenidae,Native ,Least Concern (LC),"GBGCA12350-15 - Nibea squamosa [COI-5P:647], GBMNE86932-22 - Nibea squamosa [COI-5P:646]",Dorsal spines (total): 11; Dorsal soft rays (total): 27-31; Anal spines: 2; Anal soft rays: 27 - 31.,"Snout blunt, obtusely rounded, slightly projecting in front of upper jaw; mouth small, inferior; upper jaw extending backward below hind margin of pupil, upper jaw length 31-38 % of head length, lower jaw length 34-40 % of head length, lower jaw length 34-40 % of head length. Mental pores in 3 pairs, the first close together, united by a crescent-shaped groove just behind symphysis. Teeth differentiated into large and small in upper jaw only; the; large ones closely spaced, not canine-like, forming outer series; a band of villiform teeth on lower jaw. Second anal spine long, stiff, 38-64 % of head length, progressively thicker with age and size. Lateral line scales numerous, 57-60. Swim bladder carrot-shaped, with about 18 pairs of fan-like appendages along its sides, the first pair entering head beyond transverse septum. Sagitta with a tadpole-shaped impression, the tail of which is J-shaped.",Max length: 65.0 cm Male/unsexed. Common length: 50.0 cm Male/unsexed,Not Available,"Northern Australia and south-central New Guinea (Papua Province, Indonesia and Papua New Guinea).","Occurs in shallow coastal waters, estuaries and in freshwater as far as 500 km upriver from the sea. Marine; freshwater; brackish; benthopelagic.",Not Available,"Sasaki, K., 1992. Two new species of Nibea (Sciaenidae) from northern Australia and Papua New Guinea. Jap. J. Ichthyol. 39(1):1-7.","Source: J. Go / University of Sydney via the Atlas of Living Australia. License: All rights reserved. Nibea squamosa in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/2509"
